,isbn_10,title,full_title,publishers,identifiers,subtitle,description,covers,physical_format,last_modified,latest_revision,key,authors,ocaid,publish_places,contributions,languages,pagination,classifications,source_records,notes,number_of_pages,isbn_13,created,edition_name,publish_date,copyright_date,oclc_numbers,works,type,revision,ia_box_id,publish_country,by_statement,series,first_sentence,dewey_decimal_class,lc_classifications,local_id,other_titles,subject_people,subject_places,subject_times,subjects,genres,lccn,table_of_contents,contributors,weight,physical_dimensions,subject_place,uri_descriptions,url,uris,ia_loaded_id,translated_from,work_titles,translation_of,subject_time,oclc_number,work_title,coverimage,location,links,openlibrary,language
618,['006101351X'],The Perfect Storm,,['HarperTorch'],"{'librarything': ['3825'], 'goodreads': ['586434']}",A True Story of Men Against the Sea,,[43370],,"{'type': '/type/datetime', 'value': '2011-08-12T14:42:48.568676'}",8,/books/OL7286629M,[{'key': '/authors/OL389527A'}],perfectstormtrue00jung,,,[{'key': '/languages/eng'}],,,,,301.0,['9780061013515'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"July 1, 1998",,,[{'key': '/works/OL2670211W'}],{'key': '/type/edition'},8,['IA100319'],,,,"{'type': '/type/text', 'value': 'A SOFT fall rain slips down through the trees and the smell of ocean is so strong that it can almost be licked off the air.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,['0394820371'],The Phantom Tollbooth,,['Bullseye Books/Alfred A. Knopf'],{'goodreads': ['46011367']},,"For Milo, everything’s a bore. When a tollbooth mysteriously appears in his room, he drives through only because he’s got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it’s exciting beyond his wildest dreams!
--back cover","[8578165, 8231860, -1]",Paperback,"{'type': '/type/datetime', 'value': '2020-12-06T10:22:51.543753'}",22,/books/OL21383739M,[{'key': '/authors/OL182115A'}],phantomtollbooth00just,"['New York, USA']","['Feiffer, Jules.']",[{'key': '/languages/eng'}],,{},"['ia:phantomtollbooth00just', 'bwb:9780394820378']",US/CAN,,['9780394820378'],"{'type': '/type/datetime', 'value': '2008-11-02T10:16:24.172849'}",1st Bullseye Books edition (16),1989,1989,,[{'key': '/works/OL1636262W'}],{'key': '/type/edition'},22,['IA100402'],,,,,['Fic'],['PZ7.J98 Ph'],,,,,,['Fantasy.'],,['61013202'],,"[{'role': 'Illustrator', 'name': 'Jules Feiffer'}]",,,,,,,,,,,,,,,,,,
620,['0451166892'],Pillars of the Earth,,['New American Library'],"{'amazon': ['0451166892'], 'google': ['anIVy2_4Y7gC'], 'goodreads': ['10229414']}",,,[9155983],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2021-01-15T14:04:24.641427'}",6,/books/OL27731352M,,pillarsofearth00kenf_3,"['New York, USA']",,[{'key': '/languages/eng'}],973p.,{},['bwb:9780451166890'],A Signet Book,973.0,['9780451166890'],"{'type': '/type/datetime', 'value': '2019-11-27T18:52:08.901695'}",1st Signet printing (1),1990 08,1989,"['22135937', '300925838', '212279041']",[{'key': '/works/OL1914022W'}],{'key': '/type/edition'},6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,['0316801950'],The Pilot's Wife,The pilot's wife,"['Little, Brown and Company']",{},,,[6807712],,"{'type': '/type/datetime', 'value': '2020-08-23T12:25:07.762778'}",10,/books/OL24753960M,[{'key': '/authors/OL29845A'}],pilotswifeshr00shre,"['Boston, MA, USA']",,[{'key': '/languages/eng'}],293p.,{},"['ia:pilotswifeshr00shre', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:101099992:1228', 'marc:marc_openlibraries_sanfranciscopubliclibrary/sfpl_chq_2018_12_24_run06.mrc:187096387:2802', 'bwb:9780316601955']",,293.0,['9780316601955'],"{'type': '/type/datetime', 'value': '2011-07-09T13:47:40.099750'}",First Back Bay paperback edition,1998,1998,,[{'key': '/works/OL116681W'}],{'key': '/type/edition'},10,['IA133611'],xxu,,['Back Bay books'],,,,"['urn:phillips:31867001121727', 'urn:sfpl:31223129883303', 'urn:sfpl:31223129883311', 'urn:sfpl:31223129883261', 'urn:sfpl:31223129883279', 'urn:sfpl:31223129883287', 'urn:sfpl:31223129883295']",,,,,,,,,"[{'role': 'Dedicated to', 'name': 'Christopher'}, {'role': 'Designer', 'name': 'Julia Sedtkh'}, {'role': 'Cover photograph', 'name': 'Carol Ford'}, {'role': 'Author Photographer', 'name': 'Marion Esslinger'}, {'role': 'Cover Design', 'name': 'Jane DiBucci'}]",,,,,,,,,,,,,,,,,,
622,['0553289411'],The Plains of Passage (Earth's Children),,['Bantam'],"{'librarything': ['529'], 'goodreads': ['226748']}",,,"[6606701, 6604937, 369150]",Mass Market Paperback,"{'type': '/type/datetime', 'value': '2011-08-12T14:48:15.879662'}",12,/books/OL7824983M,[{'key': '/authors/OL402869A'}],plainsofpassage00auelrich,,,[{'key': '/languages/eng'}],,,"['amazon:0553289411:bx:2548931802:247502', 'ia:plainsofpassage00auelrich', 'ia:plainsofpassageauel00auel', 'ia:plainsofpassageaue00auel']",,868.0,['9780553289411'],"{'type': '/type/datetime', 'value': '2008-04-29T15:03:11.581851'}",,"October 1, 1991",,,[{'key': '/works/OL2746453W'}],{'key': '/type/edition'},12,['IA101513'],,,"[""Earth's Children (4)""]",,,,,,,,,"['Man, Primitive', 'Fiction - Historical', 'Fiction', 'Historical - General', 'Fiction / Historical', 'Sagas']",,,,,14.9 ounces,6.6 x 4.2 x 1.6 inches,,,,,,,,,,,,,,,,
623,['0060175400'],The poisonwood Bible,,['HarperFlamingo'],"{'goodreads': ['77266'], 'librarything': ['4679']}",a novel,,[22342],Hardcover,"{'type': '/type/datetime', 'value': '2020-11-28T14:26:36.891471'}",21,/books/OL359878M,[{'key': '/authors/OL221083A'}],poisonwoodbiblen0000king_c8d6,['New York'],,[{'key': '/languages/eng'}],"x, 546 p. ;",{},"['marc:marc_records_scriblio_net/part27.dat:72192409:917', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:20483082:2162', 'marc:marc_cca/b10621386.out:48811174:890', 'marc:marc_loc_updates/v37.i22.records.utf8:8583497:1033', 'marc:marc_ithaca_college/ic_marc.mrc:162756815:900', 'marc:marc_loc_updates/v38.i23.records.utf8:2819529:1033', 'marc:marc_loc_updates/v38.i22.records.utf8:1880044:1033', 'ia:poisonwoodbiblen00king_0', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:75771710:1196', 'amazon:0060175400', 'bwb:9780060175405', 'ia:poisonwoodbiblen0000king_c8d6', 'marc:marc_loc_2016/BooksAll.2016.part27.utf8:15007783:1033']",Includes bibliographical references (p. 545-546).,546.0,,"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",1st ed,1998,,,[{'key': '/works/OL1846880W'}],{'key': '/type/edition'},21,['IA175501'],nyu,Barbara Kingsolver.,,,['813/.54'],['PS3561.I496 P65 1998'],['urn:phillips:31867001111512'],,,,,"['Americans -- Congo (Democratic Republic) -- Fiction', 'Missionaries -- Fiction', 'Congo (Democratic Republic) -- Fiction']",,['98019901'],,,,,['Congo (Democratic Republic)'],['Publisher description'],['http://www.loc.gov/catdir/description/hc043/98019901.html'],['http://www.loc.gov/catdir/description/hc043/98019901.html'],['poisonwoodbiblen00king_0'],,,,,,,,,,,
624,['0060930535'],The Poisonwood Bible (Oprah's Book Club),,['Harper Perennial'],"{'goodreads': ['5220'], 'librarything': ['4679']}",,,[40670],Paperback,"{'type': '/type/datetime', 'value': '2014-07-30T17:39:27.737997'}",8,/books/OL9239707M,[{'key': '/authors/OL221083A'}],poisonwoodbiblenkin00king,,,[{'key': '/languages/eng'}],,,['ia:poisonwoodbiblenkin00king'],,560.0,['9780060930530'],"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}",,"October 1, 1999",,,[{'key': '/works/OL1846869W'}],{'key': '/type/edition'},8,,,,"[""Oprah's Book Club (35)""]","{'type': '/type/text', 'value': 'IMAGINE A RUIN so strange it must never have happened.'}",,,,,,,,"['Modern fiction', 'Fiction - General', 'Fiction', 'Literary', 'Fiction / Literary', 'Reading Group Guide', 'Missionaries', '1960-1997', 'Congo (Democratic Republic)', 'History']",,,,,1 pounds,8 x 5.2 x 1.5 inches,,,,,,,,,,,,,,,,
625,,The Prince of Tides,,['Bantam Books'],{'goodreads': ['53408272']},,,[9424272],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2020-05-13T17:55:55.112789'}",3,/books/OL28040189M,,,"['New York, NY, USA']",,[{'key': '/languages/eng'}],664p.,{},,"{'type': '/type/text', 'value': 'USA/CAN'}",664.0,['9780553268881'],"{'type': '/type/datetime', 'value': '2020-05-13T17:53:48.678101'}",Bantam reissue (22); movie tie-in,1991-09,1987,,[{'key': '/works/OL2908764W'}],{'key': '/type/edition'},3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,['0345348036'],The Princess Bride,,['Del Rey'],"{'goodreads': ['313378'], 'librarything': ['4936']}",S Morgenstern's Classic Tale of True Love and High Adventure,,[207486],Mass Market Paperback,"{'type': '/type/datetime', 'value': '2010-08-12T13:22:03.982070'}",6,/books/OL9844175M,[{'key': '/authors/OL30421A'}],,,,[{'key': '/languages/eng'}],,,,,416.0,['9780345348036'],"{'type': '/type/datetime', 'value': '2008-04-30T09:38:13.731961'}",25th anniversary edition,"September 12, 1987",,,[{'key': '/works/OL486967W'}],{'key': '/type/edition'},6,,,,,,,,,,,,,"['Novels, other prose & writers: from c 1900 -', 'Fiction', 'Fiction - Fantasy', 'Fantasy', 'Fantasy - Historical', 'Fiction / Fantasy / General']",,,,,7.2 ounces,6.8 x 4.1 x 1.1 inches,,,,,,,,,,,,,,,,
627,['0440170796'],The promise,,['Dell'],,,"{'type': '/type/text', 'value': 'Determined to get married despite parental disapproval, young architect Michael Hillyard and artist Nancy McAllister are separated just before their wedding by a cruel deception, and each pursues a new life, until they are reunited by fate.'}",[6614326],,"{'type': '/type/datetime', 'value': '2019-07-02T08:01:06.235631'}",7,/books/OL24373447M,[{'key': '/authors/OL24452A'}],promise00dani_0,['New York'],,[{'key': '/languages/eng'}],288 p. ;,,"['ia:promise00stee', 'ia:promise00dani_0']","{'type': '/type/text', 'value': 'On cover: Based on a screenplay by Garry Michael White.'}",288.0,['9780440170792'],"{'type': '/type/datetime', 'value': '2010-10-06T08:37:30.455218'}",,1978,,['3911040'],[{'key': '/works/OL14873597W'}],{'key': '/type/edition'},7,['IA123811'],nyu,Danielle Steel,,,,['PS3569.T3384 P7 1978b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,['0515120898'],The pull of the moon,The pull of the moon,['Jove Books'],,,,[6932277],,"{'type': '/type/datetime', 'value': '2019-07-22T11:03:30.635730'}",5,/books/OL24941757M,[{'key': '/authors/OL219027A'}],pullofmoon00berg,['New York'],,[{'key': '/languages/eng'}],271 p. :,,['ia:pullofmoon00berg'],,271.0,['9780515120899'],"{'type': '/type/datetime', 'value': '2011-08-08T12:28:10.145925'}",Jove ed.,1997,1996,['37516417'],[{'key': '/works/OL16040465W'}],{'key': '/type/edition'},5,['IA119412'],nyu,Elizabeth Berg,,,['813/.54'],['PS3552.E6996 P85 1997x'],,,,,,"['Women', 'Fiction']",,,,,,,,,,,['pullofmoon00berg'],,,,,,,,,,,
629,['0345351525'],The Queen of the Damned,Vampire chronicles,['Ballantine Books'],{'goodreads': ['50642724']},Book III of The Vampire Chronicles,,"[8564469, 6951800]",Mass Market Paperback,"{'type': '/type/datetime', 'value': '2020-12-07T20:04:58.233617'}",13,/books/OL24940735M,[{'key': '/authors/OL39486A'}],vampirechronicle03rice,"['New York, USA']",,[{'key': '/languages/eng'}],,{},"['ia:vampirechronicle03rice', 'ia:vampirechronicle00rice', 'bwb:9780345351524', 'marc:marc_loc_2016/BooksAll.2016.part30.utf8:143093623:942']","{'type': '/type/text', 'value': 'US/CAN'}",,['9780345351524'],"{'type': '/type/datetime', 'value': '2011-08-08T09:32:50.725935'}","1st Mass Market Ed edition, 12th printing",1993-10,1988,['472748915'],[{'key': '/works/OL77828W'}],{'key': '/type/edition'},13,['IA125018'],nyu,,"['Vampire Chronicles, #3']",,,['CPB Box no. 1893 vol. 3'],,,,,,,,['2002554926'],,,,,,,,,['vampirechronicle00rice'],,,,,,,,,,,
630,['044022165X'],The Rainmaker,,['Island Books'],{},,,[10693048],,"{'type': '/type/datetime', 'value': '2021-03-09T14:04:15.556785'}",3,/books/OL32026598M,,rainmaker0000gris_h8g8,,,[{'key': '/languages/eng'}],,{},,,,,"{'type': '/type/datetime', 'value': '2021-03-09T14:03:46.372454'}",,1997,,,[{'key': '/works/OL77021W'}],{'key': '/type/edition'},3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,['0425162443'],The Rapture of Canaan,,['Berkley Books'],"{'librarything': ['4681'], 'goodreads': ['5180']}",,,"[5548922, 6555717, 6616252]",Paperback,"{'type': '/type/datetime', 'value': '2019-05-13T07:18:06.436799'}",18,/books/OL14396294M,[{'key': '/authors/OL236718A'}],raptureofcanaan00reyn,['New York'],,[{'key': '/languages/eng'}],320 p. ;,,"['marc:marc_oregon_summit_records/catalog_files/pcc_bibs.mrc_rev.mrc:544209:878', 'marc:marc_ithaca_college/ic_marc.mrc:166026700:921', 'ia:raptureofcanaan00reyn', 'ia:raptureofcanaanreyn00reyn', 'marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:26163352:1173', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:3939448:1100']","{'type': '/type/text', 'value': '""Oprah\'s book club""--Cover.'}",320.0,['9780425162446'],"{'type': '/type/datetime', 'value': '2008-09-12T09:44:13.971050'}",Berkley trade paperback ed.,1997,1995,['36714624'],[{'key': '/works/OL1970222W'}],{'key': '/type/edition'},18,['IA124906'],nyu,Sheri Reynolds.,,"{'type': '/type/text', 'value': ""I've spent a lot of time weaving, but you'd never know it from my hands.""}",,,['urn:phillips:31867001173827'],,,,,"['Teenage girls -- South Carolina -- Fiction', 'Family -- South Carolina -- Fiction', 'Clergy -- South Carolina -- Fiction', 'South Carolina -- Fiction']",,,,,,,,,,,,,,,,,,,,,,
632,['0375707972'],The Reader,,['Vintage'],"{'librarything': ['4682'], 'goodreads': ['5194']}",,,[228835],,"{'type': '/type/datetime', 'value': '2020-05-13T01:03:41.036978'}",7,/books/OL7426434M,[{'key': '/authors/OL24809A'}],,,,[{'key': '/languages/eng'}],,{},,,224.0,['9780375707971'],"{'type': '/type/datetime', 'value': '2008-04-29T13:35:46.876380'}",,"March 7, 1999",,,[{'key': '/works/OL8300604W'}],{'key': '/type/edition'},7,,,,"[""Oprah's Book Club (22)""]","{'type': '/type/text', 'value': 'WHEN I was fifteen, I got hepatitis.'}",,,,,,,,,,,,,,,,,,,,[{'key': '/languages/ger'}],,Der Vorleser,,,,,,,,
633,['0312195516'],The red tent,,['Picador USA'],,,,"[6578909, 6556747]",,"{'type': '/type/datetime', 'value': '2021-05-09T15:35:16.457298'}",11,/books/OL24218156M,[{'key': '/authors/OL223753A'}],redtent00diam,['New York'],,,321 p. :,,"['ia:redtent00diam', 'ia:redtent00diam_0', 'marc:marc_openlibraries_phillipsacademy/PANO_FOR_IA_05072019.mrc:85655660:1508', 'marc:marc_marygrove/marygrovecollegelibrary.full.D20191108.T213022.internetarchive2nd_REPACK.mrc:144433632:2549', 'marc:marc_claremont_school_theology/CSTMARC2_barcode.mrc:19384724:2601', 'marc:marc_claremont_school_theology/CSTMARC2_multibarcode.mrc:19393379:2601', 'ia:redtent0000diam_r8g2']",,321.0,['9780312195519'],"{'type': '/type/datetime', 'value': '2010-05-05T15:28:58.651654'}",,1997,,['46816121'],[{'key': '/works/OL15150582W'}],{'key': '/type/edition'},11,['IA179901'],nyu,Anita Diamant.,,,['813/.54'],"['PS3554.I227 R43 1998', 'DIA', 'PS3554.I227 R43 1997']","['urn:phillips:31867003034100', 'urn:mgc:31927000554904', 'urn:cst:10017000601']",,,,,"['Dinah (Biblical figure) -- Fiction.', 'Women in the Bible -- Fiction.']",['Fiction.'],['97016825'],,,,,,,,,['redtent00diam_0'],,,,,,,,,,,
634,['051512608X'],The reef,,['Jove Books'],,,,[6556796],,"{'type': '/type/datetime', 'value': '2021-03-27T23:06:09.063802'}",10,/books/OL24218163M,,reef00robe,['New York'],,,435 p. ;,,"['ia:reef00robe', 'ia:reef0000robe_f4r4']",,435.0,['9780515126082'],"{'type': '/type/datetime', 'value': '2010-05-05T15:29:13.556420'}",Jove ed.,1999,,['42358399'],[{'key': '/works/OL111592W'}],{'key': '/type/edition'},10,['IA107115'],nyu,Nora Roberts.,,,,"['PS3568.O243 R4 1999', 'PS3568.O243']",,,,,,"['Treasure-trove -- Caribbean Area -- Fiction.', 'Caribbean Area -- Fiction.']",['Fiction.'],,,,,,,,,,,,,,,,,,,,,
635,['0525941908'],The Regulators,,['Dutton'],"{'alibris_id': ['9780525941903'], 'google': ['Xg9PgVCKKKYC'], 'amazon': ['0525941908'], 'goodreads': ['66368']}",,"Author of the bestselling novel Thinner and four thrillers that have sold millions in an omnibus edition entitled The Bachman Books, the late Richard Bachman has been described as ""Stephen King without a conscience."" Now he performs an eerie encore with the posthumous release of The Regulators, a harrowing story of a suburban neighborhood in the grip of surreal terror.

It's a summer afternoon in Wentworth, Ohio, and on Poplar Street everything's normal. The paper boy is making his rounds; the Carver kids are bickering at the corner convenience store; a Frisbee is flying on the Reeds' lawn; Gary Soderson is firing up the backyard barbecue. The only thing that doesn't quite fit is the red van idling just up the hill. Soon it will begin to roll, and the killing will begin. A quiet slice of American suburbia is about to turn to toast.

The mayhem rages around a seemingly still point, a darkened house lit fitfully from within by a flickering television screen. Inside, where things haven't been normal for a long time, are Audrey Wyler and the autistic nephew she cares for, eight-year-old Seth Garin. They're fighting their own battle, and its intensity has turned 247 Poplar Street into a prisonhouse.

By the time night falls on Poplar Street, the surviving residents will find themselves in another world, one where anything, no matter how terrible, is possible…and where the regulators are on their way. By what power they have come, how far they will go, and how they can be stopped-these are the desperate questions. The answers are absolutely terrifying.
(from the flap)",[8401593],Hardcover,"{'type': '/type/datetime', 'value': '2020-11-23T07:05:18.570564'}",5,/books/OL26751423M,,regulato00bach,"['New York, USA']",,[{'key': '/languages/eng'}],466p.,{},['marc:marc_loc_2016/BooksAll.2016.part25.utf8:78547213:588'],,475.0,['9780525941903'],"{'type': '/type/datetime', 'value': '2019-03-03T22:26:25.860339'}",First trade edition,1996 10,1996,['994729460'],[{'key': '/works/OL2794740W'}],{'key': '/type/edition'},5,,,,,,,['PS3561.I483 R44 1996'],,,,,,,,['96008931'],,,,,,,,,,,,,,,,,,,,
636,['0064407675'],A Series of Unfortunate Events,,['HarperCollins'],"{'goodreads': ['471928'], 'librarything': ['6495']}",The Reptile Room,,"[8979786, 50380, 24724]",Hardcover,"{'type': '/type/datetime', 'value': '2020-10-10T17:59:07.954328'}",26,/books/OL32778M,[{'key': '/authors/OL20588A'}],,['New York'],"['Helquist, Brett, ill.']",[{'key': '/languages/eng'}],190 p.,{},['bwb:9780064407670'],,190.0,['9780064407670'],"{'type': '/type/datetime', 'value': '2008-04-01T03:28:50.625462'}",First Edition,1999,,,[{'key': '/works/OL15104150W'}],{'key': '/type/edition'},26,,nyu,,['A Series of Unfortunate Events #2'],,['[Fic]--dc21'],"['PZ7.S6795 Re 1999', 'PZ7.S6795Re 1999']",,,,,,"['Orphans -- Fiction.', 'Brothers and sisters -- Fiction.', 'Humorous stories.']",['Fiction.'],['99014751'],,"[{'role': 'Illustrator', 'name': 'Brett Helquist'}]",,,,['Publisher description'],['http://www.loc.gov/catdir/description/hc043/99014751.html'],['http://www.loc.gov/catdir/description/hc043/99014751.html'],,,,,,,,,,,,
637,"['0606218556', '0446610399', '0446525502']",The rescue,,['Warner Books'],"{'librarything': ['34549'], 'goodreads': ['531343', '289110', '320099']}",,,[6459320],,"{'type': '/type/datetime', 'value': '2011-08-26T17:01:33.608267'}",9,/books/OL23244568M,[{'key': '/authors/OL19597A'}],rescuespar00spar,['New York'],,[{'key': '/languages/eng'}],339 p.,,"['marc:CollingswoodLibraryMarcDump10-27-2008/Collingswood.out:24821138:1974', 'marc:marc_ithaca_college/ic_marc.mrc:175365791:797', 'ia:rescuespar00spar']",,339.0,['9780446610391'],"{'type': '/type/datetime', 'value': '2009-05-29T11:00:55.997375'}",,2000,,,[{'key': '/works/OL54817W'}],{'key': '/type/edition'},9,['IA121319'],nyu,by Nicholas Sparks.,,,,,,,,,,"['Fire fighters -- Fiction', 'Single mothers -- Fiction', 'Children with disabilities -- Fiction', 'Love stories', 'Domestic fiction', 'Edenton (N.C.) -- Fiction']",['Fiction'],['00039892'],,,,,,,,,['rescuespar00spar'],,,,,,,,,,,
